ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,TotalChildren,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm,AmtTotal,NumDeals,NumWebBuy,NumWalkinPur,NumVisits,Response,Complain,Country,Count_success
6892,1969,57,Bachelors Degree,Divorced,61671,0,1,1,03/06/2014,23,641,7,56,0,0,28,732,8,10,6,8,0,0,Spain,2
11004,1894,132,Postgraduate,Single,60182,0,1,1,17/05/2014,23,8,0,5,7,0,2,22,1,1,2,4,0,0,South Africa,0
1818,1972,54,Doctorate (PhD),Cohabiting,29732,1,0,1,25/03/2014,23,25,0,8,0,1,4,38,1,2,2,9,0,0,Canada,0
9485,1987,39,Doctorate (PhD),Married,45921,0,0,0,10/03/2014,23,102,9,49,24,3,12,199,1,2,6,4,0,0,South Africa,0
6646,1985,41,Bachelors Degree,Cohabiting,16529,1,0,1,01/03/2014,23,3,0,5,13,0,1,22,1,1,3,6,0,0,Canada,0
4248,1961,65,Masters Degree,Single,98777,0,0,0,17/02/2014,23,1000,19,711,125,115,38,2008,0,4,9,1,0,0,Spain,1
7861,1953,73,Masters Degree,Married,77027,0,1,1,05/02/2014,23,820,57,242,45,0,11,1175,2,8,6,4,0,0,Spain,0
5232,1966,60,Bachelors Degree,Married,69139,0,1,1,27/01/2014,23,86,12,75,33,15,6,227,1,4,5,4,0,0,Spain,0
3011,1966,60,Bachelors Degree,Married,69139,0,1,1,27/01/2014,23,86,12,75,33,15,6,227,1,4,5,4,0,0,South Africa,0
5758,1983,43,Bachelors Degree,Married,65169,0,0,0,14/01/2014,23,1074,0,69,0,0,46,1189,1,10,13,6,1,0,Spain,4
2173,1953,73,Bachelors Degree,Widow,40049,0,1,1,16/10/2013,23,13,6,7,0,3,3,32,1,1,3,6,0,0,Spain,0
10711,1946,80,Bachelors Degree,Married,69755,0,0,0,02/10/2013,23,217,77,373,111,23,93,894,1,3,12,1,0,0,South Africa,0
2782,1962,64,Doctorate (PhD),Married,54456,0,1,1,11/07/2013,23,352,0,27,10,0,15,404,3,6,7,6,0,0,Spain,0
9432,1978,48,Bachelors Degree,Cohabiting,666666,1,0,1,02/06/2013,23,9,14,18,8,1,12,62,4,3,3,6,0,0,South Africa,0
5872,1952,74,Bachelors Degree,Single,60689,0,1,1,01/06/2013,23,240,90,216,63,6,24,639,4,4,10,3,0,0,United States,0
11187,1979,47,Secondary Education,Single,26487,1,0,1,20/05/2013,23,2,8,10,12,14,23,69,3,2,3,5,0,0,Canada,0
2428,1971,55,Bachelors Degree,Married,28164,1,0,1,04/05/2013,23,3,18,26,11,8,12,78,3,2,4,7,0,0,Germany,0
1726,1971,55,Bachelors Degree,Single,22585,0,0,0,18/03/2013,23,3,9,15,13,2,39,81,1,1,2,9,1,0,Spain,1
1802,1972,54,Bachelors Degree,Married,64795,0,1,1,17/01/2013,23,412,5,119,38,29,77,680,3,3,12,2,0,0,Spain,0
1162,1988,38,Doctorate (PhD),Single,42000,0,0,0,10/01/2013,23,124,83,267,85,59,35,653,2,5,11,5,1,0,Spain,0
10643,1988,38,Doctorate (PhD),Single,42000,0,0,0,10/01/2013,23,124,83,267,85,59,35,653,2,5,11,5,1,0,Australia,0
11112,1967,59,Bachelors Degree,Cohabiting,70713,0,1,1,03/12/2012,23,736,114,279,82,76,190,1477,6,5,8,3,0,0,Spain,0
2114,1947,79,Doctorate (PhD),Single,82800,0,0,0,24/11/2012,23,1006,22,115,59,68,45,1315,1,7,12,3,1,0,United States,2
4261,1947,79,Doctorate (PhD),Single,82800,0,0,0,24/11/2012,23,1006,22,115,59,68,45,1315,1,7,12,3,1,0,South Africa,2
2457,1976,50,Secondary Education,Married,30801,0,1,1,26/10/2012,23,8,4,5,15,2,11,45,2,1,3,7,0,0,Spain,0
2495,1975,51,Masters Degree,Married,83891,0,1,1,20/06/2014,24,217,38,350,111,85,15,816,1,4,10,1,0,0,Spain,0
6983,1951,75,Masters Degree,Divorced,38054,1,1,2,01/05/2014,24,23,2,17,2,1,0,45,2,2,3,7,0,0,India,0
3436,1970,56,Bachelors Degree,Married,14045,1,0,1,26/01/2014,24,11,0,5,2,1,1,20,1,1,3,7,0,0,Spain,0
7505,1958,68,Doctorate (PhD),Married,44155,1,1,2,19/01/2014,24,22,1,9,0,0,14,46,1,1,2,4,0,0,Spain,0
4286,1971,55,Doctorate (PhD),Single,57642,0,1,1,09/01/2014,24,580,6,58,8,0,27,679,3,7,6,4,0,0,India,1
7224,1978,48,Bachelors Degree,Married,31353,1,1,2,29/12/2013,24,10,0,10,3,1,7,31,2,1,2,8,0,0,India,0
6215,1978,48,Bachelors Degree,Married,31353,1,1,2,29/12/2013,24,10,0,10,3,1,7,31,2,1,2,8,1,0,South Africa,0
968,1969,57,Masters Degree,Divorced,41335,1,0,1,26/12/2013,24,112,19,21,16,14,5,187,3,4,4,7,0,0,Australia,0
4096,1969,57,Masters Degree,Divorced,41335,1,0,1,26/12/2013,24,112,19,21,16,14,5,187,3,4,4,7,0,0,United States,0
3153,1958,68,Doctorate (PhD),Single,40737,2,1,3,08/12/2013,24,11,0,4,0,0,2,17,1,1,2,8,0,0,South Africa,0
6504,1976,50,Postgraduate,Cohabiting,19789,1,0,1,20/11/2013,24,2,5,9,28,6,28,78,3,2,3,5,0,0,Spain,1
5329,1950,76,Doctorate (PhD),Divorced,35946,1,1,2,27/09/2013,24,8,0,3,0,0,0,11,1,0,3,5,0,0,Australia,0
1175,1984,42,Masters Degree,Married,36262,0,0,0,20/09/2013,24,88,39,54,64,28,153,426,1,3,3,6,1,0,Spain,1
1377,1955,71,Masters Degree,Widow,44551,0,1,1,31/08/2013,24,182,4,33,0,0,66,285,2,4,5,7,0,0,South Africa,0
4607,1960,66,Bachelors Degree,Cohabiting,71367,0,0,0,23/08/2013,24,227,23,389,42,21,75,777,1,4,7,2,0,0,Spain,0
9483,1960,66,Bachelors Degree,Cohabiting,57957,0,1,1,19/08/2013,24,290,59,177,77,5,29,637,7,4,8,3,0,1,Canada,0
1378,1973,53,Postgraduate,Cohabiting,50334,0,1,1,24/07/2013,24,284,16,160,84,16,134,694,6,7,6,6,0,0,South Africa,0
5991,1950,76,Masters Degree,Married,48150,0,1,1,08/06/2013,24,173,2,39,3,2,47,266,3,5,4,7,0,0,Germany,0
2807,1970,56,Bachelors Degree,Married,56796,0,1,1,16/02/2013,24,656,38,161,62,47,37,1001,3,8,7,7,0,0,Spain,0
1052,1970,56,Bachelors Degree,Married,56796,0,1,1,16/02/2013,24,656,38,161,62,47,37,1001,3,8,7,7,0,0,Australia,0
9760,1964,62,Doctorate (PhD),Widow,52278,0,1,1,25/01/2013,24,953,0,71,0,0,174,1198,6,10,10,8,1,0,South Africa,0
7101,1964,62,Doctorate (PhD),Widow,52278,0,1,1,25/01/2013,24,953,0,71,0,0,174,1198,6,10,10,8,0,0,Spain,0
9909,1997,29,Postgraduate,Married,7500,0,0,0,09/11/2012,24,3,18,14,15,22,50,122,3,3,3,9,1,0,Australia,0
5907,1953,73,Masters Degree,Married,33444,1,1,2,03/11/2012,24,8,0,8,0,0,2,18,1,1,2,8,0,0,Spain,0
793,1974,52,Bachelors Degree,Married,20895,1,0,1,06/10/2012,24,18,3,17,3,0,4,45,1,2,3,9,0,0,Australia,0
8832,1977,49,Masters Degree,Cohabiting,37509,1,0,1,12/09/2012,24,37,5,56,12,8,5,123,2,3,4,7,0,0,Germany,0
2535,1979,47,Masters Degree,Married,88097,1,0,1,18/08/2012,24,163,0,480,0,126,75,844,1,6,8,9,1,0,Spain,3
1523,1974,52,Bachelors Degree,Married,59041,1,1,2,07/05/2014,25,69,2,15,2,2,6,96,2,2,4,5,0,0,South Africa,0
1839,1975,51,Bachelors Degree,Single,43322,0,0,0,21/04/2014,25,56,7,48,10,2,18,141,1,3,4,7,0,0,India,0
9972,1956,70,Doctorate (PhD),Cohabiting,46015,1,1,2,13/04/2014,25,38,0,2,0,0,6,46,1,1,3,7,0,0,South Africa,2
2945,1956,70,Doctorate (PhD),Cohabiting,46015,1,1,2,13/04/2014,25,38,0,2,0,0,6,46,1,1,3,7,0,0,Canada,2
9291,1960,66,Masters Degree,Married,34242,0,1,1,23/03/2014,25,8,2,4,0,0,1,15,1,0,3,5,0,0,Spain,0
2829,1956,70,Bachelors Degree,Married,65210,0,1,1,10/03/2014,25,626,0,70,0,7,28,731,2,9,8,6,0,0,Canada,2
8594,1959,67,Doctorate (PhD),Widow,50520,0,1,1,28/01/2014,25,112,0,6,2,1,14,135,2,3,3,6,0,0,Spain,0
1592,1971,55,Bachelors Degree,Married,90765,0,0,0,24/01/2014,25,547,99,812,151,82,33,1724,0,4,5,1,0,0,Canada,2
4310,1945,81,Bachelors Degree,Married,80589,0,0,0,22/01/2014,25,507,93,520,242,40,26,1428,1,5,5,1,1,0,Australia,1
6950,1959,67,Masters Degree,Married,49572,1,1,2,15/12/2013,25,35,1,16,0,1,1,54,2,2,3,7,0,0,Canada,0
8492,1979,47,Bachelors Degree,Cohabiting,75437,0,0,0,09/11/2013,25,795,0,545,95,58,0,1493,1,8,10,6,0,0,Spain,1
5684,1972,54,Masters Degree,Divorced,44635,1,1,2,11/10/2013,25,56,0,9,0,0,3,68,2,2,3,7,0,0,Spain,0
5909,1965,61,Bachelors Degree,Married,58512,0,1,1,19/09/2013,25,895,10,101,13,0,152,1171,5,3,8,8,0,0,Germany,0
9855,1953,73,Doctorate (PhD),Single,62000,0,1,1,25/08/2013,25,899,0,101,0,0,20,1020,1,6,13,4,0,0,Spain,1
975,1957,69,Bachelors Degree,Single,54252,1,1,2,28/05/2013,25,178,4,26,8,4,44,264,5,4,5,6,0,0,Australia,0
8754,1975,51,Doctorate (PhD),Cohabiting,45068,0,1,1,16/05/2013,25,14,0,3,0,0,3,20,1,1,2,7,0,0,Spain,0
1456,1980,46,Bachelors Degree,Single,60474,0,1,1,01/04/2013,25,265,199,303,234,9,170,1180,7,10,12,7,0,0,India,0
2849,1980,46,Bachelors Degree,Single,60474,0,1,1,01/04/2013,25,265,199,303,234,9,170,1180,7,10,12,7,0,0,Canada,0
9984,1982,44,Postgraduate,Married,56337,1,1,2,27/03/2013,25,349,16,144,28,5,182,724,5,8,4,8,1,0,Spain,2
5527,1988,38,Bachelors Degree,Cohabiting,22434,1,0,1,13/02/2013,25,4,12,11,3,13,15,58,2,2,3,8,0,0,Spain,0
5628,1983,43,Bachelors Degree,Cohabiting,61416,0,0,0,08/02/2013,25,848,154,323,201,61,78,1665,1,10,10,6,0,0,United States,1
7627,1976,50,Masters Degree,Married,92163,0,0,0,12/12/2012,25,817,183,797,106,163,20,2086,0,5,5,2,1,0,Spain,2
1351,1957,69,Masters Degree,Cohabiting,58656,0,1,1,20/09/2012,25,962,12,194,16,24,12,1220,4,7,13,6,0,0,Spain,1
10395,1987,39,Secondary Education,Single,8940,1,0,1,22/08/2012,25,1,45,3,4,6,42,101,3,3,3,8,0,0,Spain,0
6961,1975,51,Bachelors Degree,Married,26751,2,0,2,22/05/2014,26,1,1,5,0,3,1,11,1,1,2,8,0,0,Spain,0
10196,1979,47,Bachelors Degree,Married,71427,2,0,2,12/03/2014,26,212,123,177,15,64,23,614,2,8,8,4,0,0,United States,0
6182,1985,41,Bachelors Degree,Cohabiting,26646,1,0,1,10/02/2014,26,11,4,20,10,3,5,53,2,2,4,6,0,0,United States,0
10432,1975,51,Bachelors Degree,Divorced,19346,1,0,1,30/01/2014,26,2,0,9,3,6,2,22,1,1,3,8,0,0,Canada,0
1542,1976,50,Bachelors Degree,Single,56243,1,2,3,30/12/2013,26,347,0,35,4,3,7,396,6,4,8,5,0,0,United States,0
4220,1971,55,Doctorate (PhD),Married,59892,0,1,1,02/11/2013,26,73,0,13,0,1,0,87,1,2,3,3,0,0,Canada,0
4141,1966,60,Bachelors Degree,Cohabiting,71613,0,0,0,21/08/2013,26,426,49,127,111,21,42,776,1,8,10,4,0,0,United States,0
1940,1987,39,Bachelors Degree,Married,25252,1,0,1,12/07/2013,26,1,3,4,2,2,6,18,1,1,2,8,0,0,Australia,0
1506,1976,50,Bachelors Degree,Single,42160,1,1,2,28/06/2013,26,48,9,45,3,15,20,140,4,2,4,6,1,0,Spain,0
6347,1980,46,Secondary Education,Single,15862,1,0,1,27/06/2013,26,1,1,4,11,9,10,36,1,1,3,8,0,0,Spain,0
1361,1975,51,Masters Degree,Married,82584,0,0,0,04/06/2013,26,1076,68,103,29,91,68,1435,1,3,8,1,1,0,Spain,2
9422,1990,36,Bachelors Degree,Married,38360,1,0,1,31/05/2013,26,36,2,42,20,21,10,131,2,2,4,3,0,0,Australia,0
1081,1958,68,Doctorate (PhD),Married,75283,1,2,3,27/03/2013,26,733,9,180,12,19,66,1019,11,6,5,4,0,0,South Africa,0
7458,1957,69,Masters Degree,Cohabiting,34941,1,1,2,06/03/2013,26,39,2,25,4,3,24,97,2,3,3,8,0,0,Australia,0
1012,1953,73,Bachelors Degree,Single,61823,0,1,1,18/02/2013,26,523,7,134,37,14,169,884,4,8,10,7,0,0,Australia,0
5453,1957,69,Masters Degree,Married,90226,0,0,0,26/09/2012,26,1083,108,649,253,151,108,2352,1,4,12,2,0,0,South Africa,1
6818,1975,51,Bachelors Degree,Married,44989,0,1,1,12/09/2012,26,98,0,106,49,10,106,369,5,5,5,6,0,0,Spain,0
7532,1981,45,Bachelors Degree,Married,43586,0,1,1,30/08/2012,26,99,2,11,4,0,16,132,3,3,4,8,0,0,Germany,0
8346,1975,51,Bachelors Degree,Single,32233,1,0,1,19/08/2012,26,138,15,35,25,11,72,296,2,6,2,9,1,0,Spain,1
5564,1970,56,Bachelors Degree,Cohabiting,62882,0,1,1,09/08/2012,26,509,133,497,78,24,97,1338,2,7,6,4,0,0,Australia,0
3267,1964,62,Masters Degree,Cohabiting,57288,0,1,1,25/06/2014,27,527,0,21,0,0,60,608,3,8,8,6,0,0,Canada,1
3091,1982,44,Postgraduate,Cohabiting,75774,1,0,1,02/05/2014,27,340,21,134,258,14,56,823,1,7,8,4,0,0,South Africa,0
762,1982,44,Postgraduate,Cohabiting,75774,1,0,1,02/05/2014,27,340,21,134,258,14,56,823,1,7,8,4,0,0,Spain,0
8029,1989,37,Masters Degree,Single,90247,0,0,0,29/04/2014,27,1184,32,352,21,16,16,1621,1,3,7,1,1,0,United States,3
4376,1961,65,Postgraduate,Single,32218,0,0,0,15/02/2014,27,10,24,15,13,1,30,93,1,2,3,7,1,0,Spain,1
10981,1989,37,Bachelors Degree,Married,84219,0,0,0,02/02/2014,27,434,137,400,45,137,45,1198,1,3,10,1,0,0,South Africa,0
486,1989,37,Bachelors Degree,Married,84219,0,0,0,02/02/2014,27,434,137,400,45,137,45,1198,1,3,10,1,0,0,Canada,0
1158,1967,59,Bachelors Degree,Divorced,48877,0,1,1,05/01/2014,27,102,1,15,2,0,24,144,1,3,4,7,0,0,Spain,0
9119,1951,75,Bachelors Degree,Cohabiting,60905,0,1,1,05/12/2013,27,208,17,76,36,17,38,392,2,3,7,2,0,0,United States,0
6694,1965,61,Bachelors Degree,Married,75236,0,1,1,25/11/2013,27,438,66,400,12,38,114,1068,1,8,13,4,0,0,Spain,0
10573,1954,72,Bachelors Degree,Divorced,62551,0,0,0,18/11/2013,27,125,16,98,134,21,27,421,1,6,4,3,0,0,India,1
10140,1984,42,Doctorate (PhD),Cohabiting,70123,0,0,0,28/09/2013,27,1308,0,396,23,0,0,1727,1,5,4,3,0,0,India,2
2286,1963,63,Bachelors Degree,Single,50785,1,1,2,10/09/2013,27,64,1,21,0,1,27,114,2,2,3,6,0,0,Canada,0
8420,1971,55,Postgraduate,Married,15315,0,0,0,03/08/2013,27,7,4,13,15,8,17,64,2,2,4,5,0,0,Spain,0
1029,1971,55,Doctorate (PhD),Cohabiting,64413,0,1,1,01/08/2013,27,200,5,44,0,10,20,279,1,5,5,5,0,0,Spain,0
4207,1982,44,Doctorate (PhD),Married,87171,0,0,0,01/05/2013,27,1001,44,107,58,44,44,1298,1,6,11,2,0,0,Spain,2
10277,1962,64,Bachelors Degree,Single,30081,0,1,1,21/02/2013,27,36,0,2,0,0,4,42,1,1,3,7,0,0,Spain,0
4436,1977,49,Bachelors Degree,Single,20180,0,0,0,20/02/2013,27,18,42,24,15,20,18,137,1,2,4,7,0,0,Spain,0
6281,1967,59,Bachelors Degree,Divorced,55686,0,1,1,14/02/2013,27,673,0,199,37,47,26,982,2,6,5,4,0,0,Spain,1
10390,1960,66,Postgraduate,Married,26887,0,1,1,10/02/2013,27,6,7,4,3,4,6,30,1,1,3,6,0,0,Spain,0
2574,1978,48,Doctorate (PhD),Married,61996,0,1,1,31/01/2013,27,1050,12,144,0,0,24,1230,3,6,8,5,1,0,Spain,3
709,1953,73,Bachelors Degree,Divorced,51537,0,1,1,09/12/2012,27,787,20,204,0,0,92,1103,3,2,11,8,0,0,South Africa,0
5955,1963,63,Bachelors Degree,Cohabiting,72025,0,0,0,17/11/2012,27,833,33,549,151,133,233,1932,1,4,8,3,0,0,Spain,0
8486,1972,54,Masters Degree,Cohabiting,30538,1,0,1,01/10/2012,27,284,0,52,8,3,20,367,4,9,4,10,0,0,Spain,0
10343,1992,34,Postgraduate,Single,61618,0,0,0,29/09/2012,27,605,91,399,0,45,205,1345,2,3,8,3,0,0,India,0
6652,1966,60,Bachelors Degree,Married,77343,0,0,0,09/06/2014,28,227,151,573,98,54,31,1134,1,3,9,1,0,0,Canada,0
8746,1990,36,Bachelors Degree,Married,75433,1,0,1,05/04/2014,28,800,0,297,0,34,57,1188,2,2,10,6,0,0,Spain,2
4686,1963,63,Doctorate (PhD),Widow,82571,0,0,0,02/04/2014,28,861,31,558,62,95,79,1686,0,6,13,2,0,0,Spain,1
3551,1955,71,Masters Degree,Cohabiting,60033,0,1,1,29/03/2014,28,62,1,57,19,11,48,198,2,2,5,2,0,0,Spain,0
4338,1984,42,Bachelors Degree,Single,39062,1,0,1,25/03/2014,28,23,0,9,0,0,12,44,1,1,3,4,0,0,Spain,1
4444,1973,53,Bachelors Degree,Married,30023,1,0,1,24/03/2014,28,11,0,16,7,6,21,61,1,2,3,8,0,0,Spain,0
498,1971,55,Bachelors Degree,Single,30015,1,0,1,02/02/2014,28,25,0,22,2,3,5,57,2,1,4,5,0,0,Spain,0
8230,1981,45,Bachelors Degree,Married,33228,1,0,1,23/01/2014,28,22,2,31,7,4,5,71,1,2,3,7,0,0,Spain,0
2826,1968,58,Bachelors Degree,Married,22574,2,1,3,28/10/2013,28,25,0,8,2,0,2,37,2,2,3,7,0,0,Spain,0
7352,1958,68,Bachelors Degree,Married,55267,0,1,1,21/10/2013,28,161,28,136,32,3,45,405,4,3,6,3,0,0,Canada,0
10928,1959,67,Bachelors Degree,Cohabiting,66886,0,1,1,16/09/2013,28,315,4,62,41,31,146,599,2,7,7,5,0,0,Spain,0
10736,1972,54,Bachelors Degree,Single,72258,0,1,1,12/09/2013,28,522,0,522,227,120,134,1525,2,6,5,2,0,0,Canada,0
10163,1985,41,Doctorate (PhD),Single,82733,0,0,0,10/09/2013,28,712,50,420,65,38,38,1323,1,8,7,4,1,0,Spain,0
6168,1964,62,Bachelors Degree,Divorced,45146,1,1,2,15/07/2013,28,33,0,5,0,0,15,53,2,1,2,4,0,0,India,0
4656,1991,35,Postgraduate,Single,51250,1,0,1,30/03/2013,28,342,32,230,34,32,40,710,5,10,4,9,0,0,South Africa,1
626,1952,74,Bachelors Degree,Married,32871,1,1,2,09/03/2013,28,22,2,12,0,2,5,43,1,1,3,4,0,0,United States,0
3870,1979,47,Postgraduate,Cohabiting,63855,0,0,0,09/02/2013,28,359,35,314,93,116,89,1006,1,7,13,4,0,0,Germany,0
6299,1969,57,Doctorate (PhD),Divorced,42564,0,1,1,02/01/2013,28,324,48,186,39,18,198,813,6,6,4,7,1,0,Canada,1
7798,1973,53,Postgraduate,Cohabiting,46344,0,1,1,14/12/2012,28,233,20,57,8,20,91,429,4,7,5,7,0,0,Canada,0
9973,1964,62,Bachelors Degree,Married,50437,0,2,2,17/10/2012,28,370,9,92,6,9,4,490,3,7,8,7,0,0,Spain,0
4299,1961,65,Bachelors Degree,Cohabiting,70971,0,1,1,21/09/2012,28,1001,17,572,93,125,17,1825,7,11,5,7,1,0,Spain,0
10971,1978,48,Bachelors Degree,Single,37774,2,0,2,03/09/2012,28,173,8,107,7,2,176,473,4,7,3,9,1,1,Spain,1
9931,1964,62,Doctorate (PhD),Married,4023,1,1,2,23/06/2014,29,5,0,1,1,1,1,9,15,0,0,19,0,0,Spain,0
6679,1967,59,Bachelors Degree,Single,33279,0,0,0,12/06/2014,29,10,3,3,0,0,0,16,1,0,3,3,0,0,Spain,0
5961,1979,47,Bachelors Degree,Married,42693,1,0,1,07/06/2014,29,8,4,20,6,3,16,57,1,1,3,5,0,0,Spain,0
6255,1953,73,Masters Degree,Cohabiting,70545,0,1,1,03/06/2014,29,138,39,63,55,18,21,334,1,4,7,2,0,0,Australia,0
8614,1958,68,Bachelors Degree,Widow,65486,0,1,1,12/05/2014,29,245,19,125,37,67,14,507,1,4,10,2,0,0,Australia,0
7828,1982,44,Masters Degree,Cohabiting,77882,0,0,0,30/04/2014,29,68,129,396,188,22,15,818,1,3,5,1,0,0,South Africa,0
1277,1961,65,Bachelors Degree,Cohabiting,78468,0,0,0,09/04/2014,29,434,22,388,104,22,34,1004,1,10,10,4,0,0,United States,1
3595,1964,62,Bachelors Degree,Cohabiting,77226,0,1,1,28/02/2014,29,631,43,239,128,76,21,1138,2,6,12,3,0,0,Spain,0
5735,1992,34,Masters Degree,Single,90638,0,0,0,13/02/2014,29,1156,120,915,94,144,96,2525,1,3,10,1,0,0,Spain,1
5350,1992,34,Masters Degree,Single,90638,0,0,0,13/02/2014,29,1156,120,915,94,144,96,2525,1,3,10,1,1,0,South Africa,1
4137,1949,77,Bachelors Degree,Cohabiting,70666,0,0,0,06/12/2013,29,398,40,367,119,122,30,1076,1,7,4,4,0,0,Australia,0
6357,1960,66,Postgraduate,Divorced,59052,0,1,1,17/11/2013,29,230,35,75,63,57,31,491,3,7,7,5,0,0,South Africa,0
9316,1953,73,Secondary Education,Cohabiting,13084,0,0,0,02/11/2013,29,2,0,7,3,7,10,29,1,1,3,6,0,0,United States,0
3578,1950,76,Bachelors Degree,Divorced,49160,0,1,1,20/10/2013,29,122,21,43,25,10,15,236,2,3,6,6,0,0,Spain,0
153,1954,72,Bachelors Degree,Divorced,23272,0,0,0,17/10/2013,29,19,3,6,4,2,12,46,1,1,3,4,0,0,Spain,0
10524,1964,62,Masters Degree,Divorced,49476,0,1,1,20/06/2013,29,386,23,95,54,41,196,795,4,2,5,2,0,0,Canada,0
1518,1966,60,Masters Degree,Married,62694,1,1,2,17/06/2013,29,379,6,157,25,91,91,749,5,9,7,7,0,0,Spain,0
2036,1974,52,Doctorate (PhD),Cohabiting,57906,0,1,1,11/06/2013,29,243,11,119,10,3,15,401,3,4,8,4,0,0,India,0
9495,1983,43,Bachelors Degree,Cohabiting,71853,0,0,0,08/05/2013,29,358,108,413,141,97,32,1149,1,2,6,1,0,0,Spain,0
6312,1960,66,Bachelors Degree,Married,65031,0,1,1,17/03/2013,29,258,107,291,84,37,86,863,4,10,13,7,0,0,Germany,0
615,1961,65,Bachelors Degree,Cohabiting,30507,0,0,0,11/03/2013,29,65,36,74,38,20,110,343,1,5,4,7,0,0,Spain,0
4406,1971,55,Bachelors Degree,Cohabiting,67419,0,1,1,16/01/2013,29,846,84,352,91,56,42,1471,4,9,8,5,0,0,Canada,0
10061,1951,75,Bachelors Degree,Married,59462,0,1,1,05/01/2013,29,724,17,143,0,8,196,1088,2,9,12,7,0,0,United States,0
10619,1995,31,Bachelors Degree,Single,95529,0,0,0,03/12/2012,29,770,29,890,250,27,24,1990,1,7,7,3,1,0,South Africa,1
4945,1954,72,Bachelors Degree,Widow,53653,0,0,0,07/11/2012,29,815,10,239,28,10,108,1210,2,10,12,6,0,0,Spain,0
1777,1981,45,Secondary Education,Married,25965,0,0,0,07/09/2012,29,2,2,11,41,7,11,74,1,2,3,8,0,0,Spain,0
4023,1971,55,Bachelors Degree,Married,22979,1,0,1,06/09/2012,29,16,17,19,20,21,22,115,3,3,2,8,1,0,Spain,0
7922,1952,74,Doctorate (PhD),Single,64950,0,1,1,12/08/2012,29,819,0,72,12,0,63,966,2,11,10,7,0,0,South Africa,1
10699,1986,40,Bachelors Degree,Married,44322,1,0,1,16/06/2014,30,46,0,40,3,0,3,92,2,3,3,8,0,0,South Africa,0
7516,1984,42,Bachelors Degree,Married,30096,1,0,1,22/05/2014,30,5,3,11,12,5,9,45,1,2,3,6,0,0,Germany,0
3129,1984,42,Bachelors Degree,Married,30096,1,0,1,22/05/2014,30,5,3,11,12,5,9,45,1,2,3,6,0,0,Spain,0
5121,1978,48,Bachelors Degree,Single,56628,0,1,1,21/03/2014,30,479,5,82,7,17,171,761,2,7,5,5,0,0,Canada,1
2186,1978,48,Postgraduate,Cohabiting,82326,0,0,0,10/03/2014,30,938,142,754,159,81,183,2257,1,5,6,2,1,0,Spain,3
10548,1996,30,Bachelors Degree,Single,71163,0,0,0,09/03/2014,30,283,17,372,138,106,44,960,1,3,12,1,0,0,Germany,0
6384,1979,47,Bachelors Degree,Divorced,71022,0,1,1,11/02/2014,30,909,12,278,0,12,242,1453,3,5,11,8,0,0,United States,1
2625,1955,71,Postgraduate,Single,42607,0,1,1,17/11/2013,30,156,29,56,30,32,47,350,2,3,7,3,0,0,South Africa,0
1676,1976,50,Bachelors Degree,Married,43057,0,1,1,30/10/2013,30,213,2,44,0,2,5,266,4,4,5,5,0,0,Spain,0
5534,1976,50,Masters Degree,Married,47808,0,1,1,20/10/2013,30,123,1,26,2,0,72,224,2,3,3,7,0,0,Spain,1
6859,1988,38,Bachelors Degree,Single,29236,1,0,1,08/10/2013,30,37,4,24,16,9,9,99,2,4,3,9,0,0,Spain,0
271,1970,56,Bachelors Degree,Widow,40590,1,1,2,02/10/2013,30,154,0,50,6,11,37,258,5,3,3,6,0,0,Canada,1
7832,1960,66,Masters Degree,Married,77520,0,1,1,28/08/2013,30,940,44,396,0,88,58,1526,1,8,7,4,1,0,Spain,3
938,1982,44,Bachelors Degree,Married,40211,1,1,2,30/07/2013,30,51,1,7,2,1,25,87,2,2,2,8,0,0,Spain,1
7873,1974,52,Doctorate (PhD),Cohabiting,63516,1,1,2,06/07/2013,30,141,11,114,15,14,5,300,4,4,7,5,0,0,Canada,0
9967,1975,51,Bachelors Degree,Divorced,53034,1,1,2,30/05/2013,30,160,15,196,15,11,50,447,8,6,7,8,0,0,United States,0
1087,1976,50,Masters Degree,Cohabiting,22669,1,0,1,22/05/2013,30,16,14,36,37,22,48,173,3,4,2,9,1,0,Spain,0
8314,1983,43,Bachelors Degree,Married,79908,0,0,0,05/04/2013,30,557,129,761,29,185,111,1772,1,5,7,2,0,0,Spain,1
3762,1987,39,Doctorate (PhD),Single,69867,0,0,0,02/04/2013,30,196,0,512,33,130,54,925,1,3,8,1,1,0,South Africa,1
10383,1967,59,Bachelors Degree,Divorced,70287,0,0,0,02/04/2013,30,295,35,482,121,120,40,1093,1,5,10,3,1,0,Australia,0
6798,1967,59,Bachelors Degree,Single,37070,1,1,2,20/03/2013,30,231,7,137,4,15,39,433,9,5,8,7,1,0,South Africa,0
4168,1967,59,Bachelors Degree,Single,37070,1,1,2,20/03/2013,30,231,7,137,4,15,39,433,9,5,8,7,1,0,Spain,0
6690,1967,59,Masters Degree,Married,38179,1,1,2,14/03/2013,30,38,4,22,4,2,20,90,4,3,3,7,0,0,South Africa,0
10602,1984,42,Bachelors Degree,Married,39922,1,0,1,14/02/2013,30,29,12,59,19,1,36,156,2,3,4,8,0,0,India,0
